,art_title,what_is_known,what_is_added,implications,publication_date
293,"Symptom Duration and Risk Factors for Delayed Return to Usual Health Among Outpatients with COVID-19 in a Multistate Health Care Systems Network — United States, March–June 2020","Relatively little is known about the clinical course of COVID-19 and return to baseline health for persons with milder, outpatient illness.","In a multistate telephone survey of symptomatic adults who had a positive outpatient test result for SARS-CoV-2 infection, 35% had not returned to their usual state of health when interviewed 2–3 weeks after testing. Among persons aged 18–34 years with no chronic medical conditions, one in five had not returned to their usual state of health.","COVID-19 can result in prolonged illness, even among young adults without underlying chronic medical conditions. Effective public health messaging targeting these groups is warranted.",31-Jul-20
294,"Notes from the Field: Rebound in Routine Childhood Vaccine Administration Following Decline During the COVID-19 Pandemic — New York City, March 1–June 27, 2020",NA,NA,NA,31-Jul-20
295,"Notes from the Field: Public Health Efforts to Mitigate COVID-19 Transmission During the April 7, 2020, Election ― City of Milwaukee, Wisconsin, March 13–May 5, 2020",NA,NA,NA,31-Jul-20
296,"Estimated County-Level Prevalence of Selected Underlying Medical Conditions Associated with Increased Risk for Severe COVID-19 Illness — United States, 2018","Older adults and those with chronic obstructive pulmonary disease, heart disease, diabetes, chronic kidney disease, and obesity are at higher risk for severe COVID-19–associated illness.","The median model-based estimate of the prevalence of any of five underlying medical conditions associated with increased risk for severe COVID-19–associated illness among U.S. adults was 47.2% among 3,142 U.S. counties. The estimated number of persons with these conditions followed population distributions, but prevalence was higher in more rural counties.",The findings can help local decision-makers identify areas at higher risk for severe COVID-19 illness in their jurisdictions and guide resource allocation and implementation of community mitigation strategies.,24-Jul-20
297,"Notes from the Field: Effects of the COVID-19 Response on Tuberculosis Prevention and Control Efforts — United States, March–April 2020",NA,NA,NA,24-Jul-20
298,"Population Point Prevalence of SARS-CoV-2 Infection Based on a Statewide Random Sample — Indiana, April 25–29, 2020",No state has conducted a random sample study to determine the population prevalence of SARS-CoV-2 infection at a given point in time.,"In a random sample of Indiana residents aged ≥12 years, the estimated prevalence of current or previous SARS-CoV-2 infection in late April 2020 was 2.79%. Among persons with active infection, 44% reported no symptoms.","The number of reported cases represents an estimated one of 10 infections. Given that many persons in Indiana remain susceptible, adherence to evidence-based public health mitigation measures (e.g., social distancing, consistent and correct use of face coverings, and hand hygiene) is needed to reduce surge in hospitalizations and prevent morbidity and mortality from COVID-19.",24-Jul-20
299,"Estimated Community Seroprevalence of SARS-CoV-2 Antibodies — Two Georgia Counties, April 28–May 3, 2020","SARS-CoV-2 infection in persons who are asymptomatic or not tested might not be recognized by case-based and syndromic surveillance; therefore, the population prevalence of past infection might be unknown.","A community seroprevalence survey, conducted in two counties in metropolitan Atlanta during April 28–May 3, using a two-stage cluster sampling design and serologic testing, estimated that 2.5% of the population had antibodies to SARS-CoV-2.","Serologic surveillance can complement case-based and syndromic surveillance. At the time of this survey, most of the two-county population had not been previously infected with SARS-CoV-2, highlighting the importance of continued mitigation measures to prevent infection, including social distancing, consistent and correct use of face coverings, and hand hygiene.",24-Jul-20
300,"Symptom Profiles of a Convenience Sample of Patients with COVID-19 — United States, January–April 2020","Information about COVID-19 symptoms, especially among nonhospitalized U.S. patients, is limited and not well characterized across the spectrum of illness severity.","Fever, cough, or shortness of breath were commonly reported among a convenience sample of U.S. COVID-19 patients with symptom onset during January–April and a range of illness severity; gastrointestinal symptoms and other symptoms, such as chills, myalgia, headache, and fatigue, also were commonly reported.",U.S. COVID-19 patients report a wide range of symptoms across a spectrum of illness severity; these findings can inform clinical case definitions or testing guidance to aid prompt recognition to slow the spread of COVID-19.,17-Jul-20
301,"Detection and Genetic Characterization of Community-Based SARS-CoV-2 Infections — New York City, March 2020","To limit SARS-CoV-2 introduction, the United States restricted travel from China on February 2 and from Europe on March 13, 2020. By March 15, community transmission was widespread in New York City (NYC).","The NYC Department of Health and Mental Hygiene conducted sentinel surveillance of influenza-like symptoms (ILS) and genetic sequencing to characterize community transmission and determine the geographic origin of SARS-CoV-2 infections. Among 544 specimens tested from persons with ILS and negative influenza test results, 36 (6.6%) were positive. Genetically sequenced positive specimens most closely resembled sequences circulating in Europe.",Partnering with health care facilities and establishing systems for sentinel surveillance with capacity for genetic sequencing before an outbreak can inform timely public health response strategies.,17-Jul-20
302,"Characteristics of Persons Who Died with COVID-19 — United States, February 12–May 18, 2020",COVID-19 mortality is higher in persons with underlying medical conditions and in those aged ≥85 years. ,"Analysis of supplementary data for 10,647 decedents in 16 public health jurisdictions found that a majority were aged ≥65 years and most had underlying medical conditions. Overall, 34.9% of Hispanic and 29.5% of nonwhite decedents were aged <65 years, compared with 13.2% of white, non-Hispanic decedents. Among decedents aged <65 years, a total of 7.8% died in an emergency department or at home. ",Understanding factors contributing to racial/ethnic mortality differences and out-of-hospital deaths might inform targeted communication to encourage persons in at-risk groups to practice preventive measures and promptly seek medical care if they become ill.,17-Jul-20
303,"Absence of Apparent Transmission of SARS-CoV-2 from Two Stylists After Exposure at a Hair Salon with a Universal Face Covering Policy — Springfield, Missouri, May 2020",Consistent and correct use of cloth face coverings is recommended to reduce the spread of SARS-CoV-2.,"Among 139 clients exposed to two symptomatic hair stylists with confirmed COVID-19 while both the stylists and the clients wore face masks, no symptomatic secondary cases were reported; among 67 clients tested for SARS-CoV-2, all test results were negative. Adherence to the community’s and company’s face-covering policy likely mitigated spread of SARS-CoV-2.","As stay-at-home orders are lifted, professional and social interactions in the community will present more opportunities for spread of SARS-CoV-2. Broader implementation of face covering policies could mitigate the spread of infection in the general population.",17-Jul-20
304,"Factors Associated with Cloth Face Covering Use Among Adults During the COVID-19 Pandemic — United States, April and May 2020","On April 3, 2020, the White House Coronavirus Task Force and CDC recommended that persons wear a cloth face covering in public to slow the spread of COVID-19.","After the initial recommendation was released, high rates of cloth face covering use were reported in the United States. An increase in the rate of cloth face covering use was observed from April to May and was sustained, particularly among non-Hispanic blacks and other races, Hispanics, persons aged ≤39 years, and persons living in the Northeast.","Public health messages should target audiences not wearing cloth face coverings and reinforce positive attitudes, perceived norms, personal agency, and physical and health benefits of obtaining and wearing cloth face coverings consistently and correctly.",17-Jul-20
305,"Increases in Health-Related Workplace Absenteeism Among Workers in Essential Critical Infrastructure Occupations During the COVID-19 Pandemic — United States, March–April 2020","Syndromic methods for monitoring illness outside health care settings, such as tracking absenteeism trends in schools and workplaces, can be useful adjuncts to conventional disease reporting in the pandemic setting.","Whereas the overall impact of COVID-19 on health-related workplace absenteeism in March and April was minor, increases in absenteeism in personal care and service, healthcare support, and production occupations, groups that contain or define essential critical infrastructure workforce categories, highlight the risks and concerns surrounding occupational transmission of SARS-CoV-2.",Collection of additional occupational data in COVID-19 surveillance might help better understanding of the occupational risk and impact of COVID-19 and identify intervention opportunities.,10-Jul-20
306,"Provision of Pediatric Immunization Services During the COVID-19 Pandemic: an Assessment of Capacity Among Pediatric Immunization Providers Participating in the Vaccines for Children Program — United States, May 2020",Declines in routine childhood immunization coverage have been reported during the COVID-19 pandemic.,"A May 2020 survey of 1,933 practices participating in the Vaccines for Children program found that 1,727 (89.8%) were currently open, including 1,397 (81.1%) offering immunization services to all pediatric patients. Among responding practices, 1,135 (59.1%) were likely able to provide immunization services to new pediatric patients if necessary.","Practices appear to have the capacity to deliver routinely recommended vaccines, allowing children who have missed vaccine doses because of the pandemic to catch up. Practices that are unable to provide immunization services should refer patients to other practices.",10-Jul-20
307,"Race/Ethnicity, Underlying Medical Conditions, Homelessness, and Hospitalization Status of Adult Patients with COVID-19 at an Urban Safety-Net Medical Center — Boston, Massachusetts, 2020",Older adults and non-Hispanic black and Hispanic persons are overrepresented among hospitalized COVID-19 patients in the United States. High COVID-19 prevalence has been reported among residents of homeless shelters.,"During March–May 2020, among 2,729 COVID-19 patients treated at an urban safety-net hospital serving predominantly low-income racial/ethnic minority populations, clinical severity differed by age, race/ethnicity, underlying medical conditions, and homelessness. Hospitalized patients were more likely to be Hispanic or to be experiencing homelessness; >80% of patients who died were aged ≥60 years.","COVID-19 patient characteristics, including age, race/ethnicity, and homelessness could inform tailored strategies that might improve patient outcomes and mitigate strain on health care systems.",10-Jul-20
308,"Initial and Repeated Point Prevalence Surveys to Inform SARS-CoV-2 Infection Prevention in 26 Skilled Nursing Facilities — Detroit, Michigan, March–May 2020",Symptom-based screening in skilled nursing facilities (SNFs) is inadequate to detect SARS-CoV-2 transmission. Repeated point prevalence surveys can identify asymptomatic cases during outbreaks.,"Repeated point prevalence surveys at 26 Detroit SNFs identified an attack rate of 44%; within 21 days of diagnosis, 37% of infected patients were hospitalized and 24% died. Among 12 facilities participating in a second survey and receiving on-site infection prevention and control (IPC) support, the percentage of newly identified cases decreased from 35% to 18%.","Repeated point prevalence surveys in SNFs can identify asymptomatic COVID-19 cases, inform cohorting and IPC practices, and guide prioritization of health department resources.",10-Jul-20
309,"Update: COVID-19 Among Workers in Meat and Poultry Processing Facilities ― United States, April–May 2020",COVID-19 outbreaks among meat and poultry processing facility workers can rapidly affect large numbers of persons.,"Among 23 states reporting COVID-19 outbreaks in meat and poultry processing facilities, 16,233 cases in 239 facilities occurred, including 86 (0.5%) COVID-19–related deaths. Among cases with race/ethnicity reported, 87% occurred among racial or ethnic minorities. Commonly implemented interventions included worker screening, source control measures (universal face coverings), engineering controls (physical barriers), and infection prevention measures (additional hand hygiene stations).",Targeted workplace interventions and prevention efforts that are appropriately tailored to the groups most affected by COVID-19 are critical to reducing both COVID-19–associated occupational risk and health disparities among vulnerable populations.,10-Jul-20
310,"Screening for SARS-CoV-2 Infection Within a Psychiatric Hospital and Considerations for Limiting Transmission Within Residential Psychiatric Facilities — Wyoming, 2020","SARS-CoV-2 can spread rapidly within residential, congregate settings. Psychiatric facilities are at risk for outbreaks because of patient transfers from other high-risk residential settings and face unique challenges in implementing standard infection prevention and control (IPC) measures because of complex patient needs.","After admitting two patients with SARS-CoV-2 infection, a psychiatric facility responded by implementing modified and expanded IPC procedures. A point prevalence survey found no evidence of further SARS-CoV-2 transmission within the facility.","Adaption of standard IPC strategies in psychiatric facilities to meet patient and facility needs might prevent SARS-CoV-2 transmission, and point prevalence surveys can be useful to assess the likely effectiveness of any adapted IPC measures.",3-Jul-20
311,"Exposures Before Issuance of Stay-at-Home Orders Among Persons with Laboratory-Confirmed COVID-19 — Colorado, March 2020",NA,NA,NA,3-Jul-20
312,"Characteristics of Adult Outpatients and Inpatients with COVID-19 — 11 Academic Medical Centers, United States, March–May 2020",Exposures to SARS-CoV-2 have commonly been described in congregate settings rather than broader community settings.,"In a multistate telephone survey of 350 adult inpatients and outpatients who tested positive for SARS-CoV-2 infection, only 46% reported recent contact with a COVID-19 patient. Most participants’ contacts were a family member (45%) or a work colleague (34%). Two thirds of participants were employed; only 17% were able to telework.","Case investigation, contact tracing, and isolation of infected persons are needed to prevent ongoing community transmission, given the frequent lack of a known contact. Enhanced measures to ensure workplace safety, including social distancing and more widespread use of cloth face coverings, are warranted.",3-Jul-20
313,"Serial Laboratory Testing for SARS-CoV-2 Infection Among Incarcerated and Detained Persons in a Correctional and Detention Facility — Louisiana, April–May 2020",Correctional and detention facilities face unique challenges in detecting and mitigating transmission of SARS-CoV-2 infection.,Testing among quarantined contacts of patients with COVID-19 in a correctional and detention facility identified a high proportion of asymptomatic and presymptomatic cases that were not identified through symptom screening alone. Approximately one fourth of cases were found through serial testing during quarantine.,"Early detection and isolation of persons with COVID-19, along with testing of close contacts, can slow the transmission of SARS-CoV-2 in correctional and detention facilities. Serial testing, particularly for close contacts of patients, is important for complete identification of cases and prompt public health response in congregate settings.",3-Jul-20
314,"COVID-19 Outbreak Among College Students After a Spring Break Trip to Mexico — Austin, Texas, March 26–April 5, 2020","COVID-19 can cause asymptomatic and mild illness, particularly among young, healthy populations.","Transmission of SARS-CoV-2 during and after a college spring break trip (March 14–19) led to 64 cases, including 60 among 183 vacation travelers, one among 13 household contacts, and three among 35 community contacts. Prompt epidemiologic investigation, with effective contact tracing and cooperation between a university and a public health department, contributed to outbreak control.","A coordinated response with contact tracing and testing of all contacts, including those who are asymptomatic, is important in controlling future COVID-19 outbreaks that might occur as schools and universities consider reopening.",3-Jul-20
315,"Characteristics of Women of Reproductive Age with Laboratory-Confirmed SARS-CoV-2 Infection by Pregnancy Status — United States, January 22–June 7, 2020",Limited information is available about SARS-CoV-2 infection in U.S. pregnant women.,"Hispanic and non-Hispanic black pregnant women appear to be disproportionately affected by SARS-CoV-2 infection during pregnancy. Among reproductive-age women with SARS-CoV-2 infection, pregnancy was associated with hospitalization and increased risk for intensive care unit admission, and receipt of mechanical ventilation, but not with death.","Pregnant women might be at increased risk for severe COVID-19 illness. To reduce severe COVID-19–associated illness, pregnant women should be aware of their potential risk for severe COVID-19 illness. Prevention of COVID-19 should be emphasized for pregnant women and potential barriers to adherence to these measures need to be addressed.",26-Jun-20
316,"Notes from the Field: E-cigarette, or Vaping, Product Use–Associated Lung Injury Cases During the COVID-19 Response — California, 2020",NA,NA,NA,26-Jun-20
317,"Potential Indirect Effects of the COVID-19 Pandemic on Use of Emergency Departments for Acute Life-Threatening Conditions — United States, January–May 2020",National syndromic surveillance data suggest a decline in emergency department (ED) visits during the COVID-19 pandemic.,"In the 10 weeks following declaration of the COVID-19 national emergency, ED visits declined 23% for heart attack, 20% for stroke, and 10% for hyperglycemic crisis.","Persons experiencing chest pain, loss of motor function, altered mental status, or other life-threatening issues should seek immediate emergency care, regardless of the pandemic. Communication from public health and health care professionals should reinforce the importance of timely care for acute health conditions and assure the public that EDs are implementing infection prevention and control guidelines to ensure the safety of patients and health care personnel.",26-Jun-20
318,"Characteristics Associated with Hospitalization Among Patients with COVID-19 — Metropolitan Atlanta, Georgia, March–April 2020","Hospitalized COVID-19 patients are more commonly older, male, of black race, and have underlying conditions. Less is known about factors increasing risk for hospitalization.","Data for 220 hospitalized and 311 nonhospitalized COVID-19 patients from six metropolitan Atlanta hospitals and associated outpatient clinics found that older age, black race, diabetes, lack of insurance, male sex, smoking, and obesity were independently associated with hospitalization.","To reduce severe outcomes from COVID-19, measures to prevent infection with SARS-COV-2 should be emphasized for persons at highest risk for hospitalization with COVID-19. Potential barriers to the ability to adhere to these measures need to be addressed.",26-Jun-20
319,"Coronavirus Disease 2019 Case Surveillance — United States, January 22–May 30, 2020",Surveillance data reported to CDC through April 2020 indicated that COVID-19 leads to severe outcomes in older adults and those with underlying health conditions.,"As of May 30, 2020, among COVID-19 cases, the most common underlying health conditions were cardiovascular disease (32%), diabetes (30%), and chronic lung disease (18%). Hospitalizations were six times higher and deaths 12 times higher among those with reported underlying conditions compared with those with none reported. ","Surveillance at all levels of government, and its continued modernization, is critical for monitoring COVID-19 trends and identifying groups at risk for infection and severe outcomes. These findings highlight the continued need for community mitigation strategies, especially for vulnerable populations, to slow COVID-19 transmission.",19-Jun-20
320,"Public Attitudes, Behaviors, and Beliefs Related to COVID-19, Stay-at-Home Orders, Nonessential Business Closures, and Public Health Guidance — United States, New York City, and Los Angeles, May 5–12, 2020",Stay-at-home orders and recommended personal protective practices were disseminated to mitigate the spread of COVID-19 in the United States.,"During May 5–12, 2020, a survey among adults in New York City and Los Angeles and broadly across the United States found widespread support of stay-at-home orders and nonessential business closures and high degree of adherence to COVID-19 mitigation guidelines. Most respondents reported that they would feel unsafe if restrictions were lifted at the time of the survey.",Routine assessment of public priorities can guide public health decisions requiring collective action. Current levels of public support for restrictions and adherence to mitigation strategies can inform decisions about reopening and balancing duration and intensity of restrictions.,19-Jun-20
321,"SARS-CoV-2 Infections and Serologic Responses from a Sample of U.S. Navy Service Members — USS Theodore Roosevelt, April 2020",Information about COVID-19 among young adults is limited.,"Among a convenience sample of 382 young adult U.S. service members aboard an aircraft carrier experiencing a COVID-19 outbreak, 60% had reactive antibodies, and 59% of those also had neutralizing antibodies at the time of specimen collection. One fifth of infected participants reported no symptoms. Preventive measures, such as using face coverings and observing social distancing, reduced risk for infection.","Young, healthy adults with COVID-19 might have mild or no symptoms; therefore, symptom-based surveillance might not detect all infections. Use of face coverings and other preventive measures could mitigate transmission. The presence of neutralizing antibodies among the majority is a promising indicator of at least short-term immunity.",12-Jun-20
322,"First Reported Cases of SARS-CoV-2 Infection in Companion Animals — New York, March–April 2020","A small number of companion animals worldwide have been naturally infected with SARS-CoV-2, the virus that causes COVID-19.","Two domestic cats with respiratory illnesses lasting 8 and 10 days are the first reported companion animals with SARS-CoV-2 infection in the United States. Both cats were owned by persons with suspected or confirmed COVID-19, and both cats fully recovered.","Human-to-animal transmission of SARS-CoV-2 can occasionally occur. Animals are not known to play a substantial role in spreading COVID-19, but persons with COVID-19 should avoid contact with animals. Companion animals that test positive for SARS-CoV-2 should be monitored and separated from persons and other animals until they recover.",12-Jun-20
323,"Knowledge and Practices Regarding Safe Household Cleaning and Disinfection for COVID-19 Prevention — United States, May 2020",Calls to poison centers regarding exposures to cleaners and disinfectants have increased since the onset of the COVID-19 pandemic.,"An Internet panel survey identified gaps in knowledge about safe preparation, use, and storage of cleaners and disinfectants. Approximately one third of survey respondents engaged in nonrecommended high-risk practices with the intent of preventing SARS-CoV-2 transmission, including using bleach on food products, applying household cleaning and disinfectant products to skin, and inhaling or ingesting cleaners and disinfectants.","Public messaging should continue to emphasize evidence-based, safe cleaning and disinfection practices to prevent SARS-CoV-2 transmission in households, including hand hygiene and cleaning and disinfection of high-touch surfaces.",12-Jun-20
324,"Impact of the COVID-19 Pandemic on Emergency Department Visits — United States, January 1, 2019–May 30, 2020",The National Syndromic Surveillance Program (NSSP) collects electronic health data in real time.,"NSSP found that emergency department (ED) visits declined 42% during the early COVID-19 pandemic, from a mean of 2.1 million per week (March 31–April 27, 2019) to 1.2 million (March 29–April 25, 2020), with the steepest decreases in persons aged ≤14 years, females, and the Northeast. The proportion of infectious disease–related visits was four times higher during the early pandemic period.","To minimize SARS-CoV-2 transmission risk and address public concerns about visiting the ED during the pandemic, CDC recommends continued use of virtual visits and triage help lines and adherence to CDC infection control guidance.",12-Jun-20
325,"COVID-19 Monitoring and Response Among U.S. Air Force Basic Military Trainees — Texas, March–April 2020",Substantial COVID-19 transmission has been documented in some congregate living settings.,"Nonpharmaceutical interventions (NPI) introduced among 10,579 basic trainees at Joint Base San Antonio-Lackland limited COVID-19 incidence to five cases (47 per 100,000 persons), three of which were in persons who were contacts of the first patient.","Despite documented outbreaks of COVID-19 in congregate settings, implementation of NPIs, including screening, testing, administrative measures, quarantine, isolation, and source control, can limit transmission of symptomatic COVID-19 and ensure continuity of critical activities.",5-Jun-20
326,"Evidence for Limited Early Spread of COVID-19 Within the United States, January–February 2020","The first U.S. cases of nontravel–related COVID-19 were confirmed on February 26 and 28, 2020, suggesting that community transmission was occurring by late February.","Four separate lines of evidence (syndromic surveillance, virus surveillance, phylogenetic analysis, and retrospectively identified cases) suggest that limited U.S. community transmission likely began in late January or early February 2020, after a single importation from China, followed by multiple importations from Europe. Until late February, COVID-19 incidence was too low to be detected by emergency department syndromic surveillance for COVID-19–like illness.",Enhanced syndromic and virus surveillance will be needed to monitor COVID-19 trends for the duration of the pandemic.,5-Jun-20
327,"Universal and Serial Laboratory Testing for SARS-CoV-2 at a Long-Term Care Skilled Nursing Facility for Veterans — Los Angeles, California, 2020",Long-term care skilled nursing facilities (SNFs) are at high risk for COVID-19 outbreaks. Many SNF residents and staff members identified with COVID-19 are asymptomatic and presymptomatic.,"After identification of two cases of COVID-19 in an SNF in Los Angeles, universal, serial reverse transcription–polymerase chain reaction (RT-PCR) testing of residents and staff members aided in rapid identification of additional cases and isolation and cohorting of these residents and interruption of transmission in the facility.","Universal and serial RT-PCR testing in SNFs can identify cases during an outbreak, and rapid isolation and cohorting can help interrupt transmission.",29-May-20
328,"Decline in Child Vaccination Coverage During the COVID-19 Pandemic — Michigan Care Improvement Registry, May 2016–May 2020",NA,NA,NA,22-May-20
329,"High COVID-19 Attack Rate Among Attendees at Events at a Church — Arkansas, March 2020",Large gatherings pose a risk for SARS-CoV-2 transmission.,"Among 92 attendees at a rural Arkansas church during March 6–11, 35 (38%) developed laboratory-confirmed COVID-19, and three persons died. Highest attack rates were in persons aged 19–64 years (59%) and ≥65 years (50%). An additional 26 cases linked to the church occurred in the community, including one death.",Faith-based organizations should work with local health officials to determine how to implement the U.S. Government guidelines for modifying activities during the COVID-19 pandemic to prevent transmission of the virus to their members and their communities.,22-May-20
330,"COVID-19 in Correctional and Detention Facilities — United States, February–April 2020","Correctional and detention facilities face challenges in controlling the spread of infectious diseases because of crowded, shared environments and potential introductions by staff members and new intakes.","Among 37 jurisdictions reporting, 32 (86%) reported at least one confirmed COVID-19 case among incarcerated or detained persons or staff members, across 420 correctional and detention facilities. As of April 21, 2020, 4,893 cases and 88 deaths among incarcerated and detained persons and 2,778 cases and 15 deaths among staff members have been reported.","Prompt identification of persons with COVID-19 and consistent application of prevention measures within correctional and detention facilities are critical to protecting incarcerated or detained persons, staff members, and the communities to which they return.",15-May-20
331,"Effects of the COVID-19 Pandemic on Routine Pediatric Vaccine Ordering and Administration — United States, 2020",NA,NA,NA,15-May-20
332,"Public Health Response to COVID-19 Cases in Correctional and Detention Facilities — Louisiana, March–April 2020","COVID-19 can spread rapidly in correctional and detention facilities, where options for social distancing, isolation, and quarantine are limited.","In Louisiana, 46 facilities have reported 489 COVID-19 cases among incarcerated or detained persons and 253 cases among staff members. A COVID-19 Management Assessment and Response (CMAR) tool used to assess 24 facilities identified awareness and understanding of guidance. However, limited capacity to individually quarantine exposed persons and inability to engage in social distancing likely contributed to illness spread.",Interrupting COVID-19 transmission in correctional and detention facilities is challenging. The CMAR tool could be used to assess COVID-19 management practices and guide strategies to address gaps.,15-May-20
333,"Identification and Monitoring of International Travelers During the Initial Phase of an Outbreak of COVID-19 — California, February 3–March 17, 2020","To reduce introductions of COVID-19 into the United States, travelers from selected countries were screened upon entry, and their contact information forwarded to states for monitoring.","During February 3–March 17, 2020, California received, corrected, and transmitted information on 11,574 travelers to local health jurisdictions for follow-up. Three travelers were matched to three of the 26,182 patients with COVID-19 reported to California by April 15.","Monitoring travelers was labor-intensive and limited by incomplete information, volume of travelers, and potential for asymptomatic transmission. Health departments need to weigh the resources needed for monitoring against those needed for implementing mitigation activities during the COVID-19 pandemic.",15-May-20
334,"Preliminary Estimate of Excess Mortality During the COVID-19 Outbreak — New York City, March 11–May 2, 2020",NA,NA,NA,15-May-20
335,"High SARS-CoV-2 Attack Rate Following Exposure at a Choir Practice — Skagit County, Washington, March 2020","Superspreading events involving SARS-CoV-2, the virus that causes COVID-19, have been reported.","Following a 2.5-hour choir practice attended by 61 persons, including a symptomatic index patient, 32 confirmed and 20 probable secondary COVID-19 cases occurred (attack rate = 53.3% to 86.7%); three patients were hospitalized, and two died. Transmission was likely facilitated by close proximity (within 6 feet) during practice and augmented by the act of singing.","The potential for superspreader events underscores the importance of physical distancing, including avoiding gathering in large groups, to control spread of COVID-19. Enhancing community awareness can encourage symptomatic persons and contacts of ill persons to isolate or self-quarantine to prevent ongoing transmission.",15-May-20
336,"Characteristics and Clinical Outcomes of Adult Patients Hospitalized with COVID-19 — Georgia, March 2020",Older adults and persons with underlying medical conditions are at higher risk for severe COVID-19. Non-Hispanic black patients are overrepresented among hospitalized U.S. COVID-19 patients.,"In a cohort of 305 hospitalized adults with COVID-19 in Georgia (primarily metropolitan Atlanta), black patients were overrepresented, and their clinical outcomes were similar to those of nonblack patients. One in four hospitalized patients had no recognized risk factors for severe COVID-19.","Prevention activities should prioritize communities and racial groups most affected by severe COVID-19. Increased awareness of the risk for serious illness among all adults, regardless of underlying medical conditions or age, is needed.",8-May-20
337,"Public Health Response to the Initiation and Spread of Pandemic COVID-19 in the United States, February 24–April 21, 2020","The first confirmed coronavirus disease 2019 (COVID-19) case in the United States was reported on January 21, 2020. The outbreak appeared contained through February, and then accelerated rapidly.","Various factors contributed to accelerated spread during February–March 2020, including continued travel-associated importations, large gatherings, introductions into high-risk workplaces and densely populated areas, and cryptic transmission resulting from limited testing and asymptomatic and presymptomatic spread. Targeted and communitywide mitigation efforts were needed to slow transmission.",Factors that amplified the March acceleration and associated mitigation strategies that were implemented can inform public health decisions as the United States prepares for potential re-emergences.,8-May-20
338,"COVID-19 Among Workers in Meat and Poultry Processing Facilities ― 19 States, April 2020",Persons in congregate work and residential locations are at increased risk for transmission and acquisition of respiratory infections.,"COVID-19 cases among U.S. workers in 115 meat and poultry processing facilities were reported by 19 states. Among approximately 130,000 workers at these facilities, 4,913 cases and 20 deaths occurred. Factors potentially affecting risk for infection include difficulties with workplace physical distancing and hygiene and crowded living and transportation conditions.","Improving physical distancing, hand hygiene, cleaning and disinfection, and medical leave policies, and providing educational materials in languages spoken by workers might help reduce COVID-19 in these settings and help preserve the function of this critical infrastructure industry.",8-May-20
339,"Assessment of SARS-CoV-2 Infection Prevalence in Homeless Shelters — Four U.S. Cities, March 27–April 15, 2020",NA,NA,NA,1-May-20
340,"COVID-19 Outbreak Among Three Affiliated Homeless Service Sites — King County, Washington, 2020","COVID-19 can spread rapidly within and between congregate housing facilities, such as homeless shelters. COVID-19 in homeless shelters, however, has not been well described.","On April 1, 2020, a COVID-19 outbreak was detected at three affiliated homeless shelters. Testing for SARS-CoV-2 immediately offered to all residents and staff members identified additional unrecognized COVID-19 cases. Enhanced surveillance and repeat testing identified and confirmed COVID-19 in 43 persons at these sites.","Interrupting COVID-19 transmission in homeless shelters is challenging. In settings with known COVID-19 outbreaks, assistance with enforcement of shelter-in-place orders, testing of residents and staff members, and prompt isolation of symptomatic or residents with confirmed disease are needed to prevent further transmission in homeless shelters.",1-May-20
341,"Cleaning and Disinfectant Chemical Exposures and Temporal Associations with COVID-19 — National Poison Data System, United States, January 1, 2020–March 31, 2020",NA,NA,NA,24-Apr-20
342,"Community Transmission of SARS-CoV-2 at Two Family Gatherings — Chicago, Illinois, February–March 2020","Early reports of person-to-person transmission of SARS-CoV-2 have been among household contacts, health care workers, and within congregate living facilities.","Investigation of COVID-19 cases in Chicago identified a cluster of 16 confirmed or probable cases, including three deaths, likely resulting from one introduction. Extended family gatherings including a funeral and a birthday party likely facilitated transmission of SARS-CoV-2 in this cluster.","U.S. residents should adhere to CDC recommendations for social distancing, avoid gatherings, and follow stay-at-home orders when required by state or local authorities.",17-Apr-20
